surname,name,term,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,weights,wordcount
hodgson,pete,47,0.0259881697,0.0144586789,0.0175191698,0.0142630562,0.0334715353,0.0191126657,0.0842574057,0.1274966629,0.0330728653,0.0099140751,0.0204388119,0.0306407337,0.1031693996,0.0189351918,0.0272913549,0.035112436,0.0181580814,0.01298185,0.0126995197,0.0173247894,0.0108167517,0.0396648455,0.0572934806,0.0187084603,0.0235032632,0.0307756979,0.0593132675,0.0364712773,0.0329593534,0.0141871264,0.0006824062,30953
horomia,parekura,47,0.0122759739,0.0280823176,0.0212255746,0.0124682505,0.0183906955,0.0204979155,0.0629249252,0.0227658581,0.0545127256,0.0310339469,0.0510054213,0.0163223903,0.0252485131,0.2474693371,0.0598115457,0.0190020934,0.0090540769,0.0102451502,0.015174843,0.016932926,0.0104889706,0.0304456974,0.0743699938,0.0254025323,0.0265294061,0.0127106556,0.0106810935,0.0231385183,0.0196036202,0.0121848945,0.0005613929,25464
hughes,darren,47,0.0361361418,0.0388608815,0.0339130956,0.0169304032,0.0463312438,0.0174119397,0.021163197,0.1515872523,0.0283995638,0.0310139578,0.0207925933,0.0163439629,0.0161946925,0.0152861461,0.0434609819,0.0256562136,0.0524707099,0.0346069488,0.0196532273,0.0165824932,0.0159520868,0.0266949067,0.0645762635,0.0201633666,0.0575217067,0.0284195367,0.0290487108,0.0139525521,0.0416158577,0.0192593925,0.0011115199,50417
hunt,jonathan,47,0.0283851508,0.0431693998,0.0695167761,0.0169972987,0.0151290109,0.0477968513,0.0222549869,0.0550964067,0.0116823265,0.0191564031,0.0235038173,0.0133781678,0.0194010474,0.0182451057,0.121102861,0.0288635395,0.0284020939,0.0195527361,0.019006803,0.0163484117,0.0176237416,0.013557659,0.0390549743,0.0428686742,0.1226581634,0.0144962416,0.0154161111,0.0181306337,0.0627737359,0.0164302436,0.0003663251,16616
hutchison,paul,47,0.0286436141,0.0483539763,0.0246632035,0.0148758493,0.0214649816,0.0320982235,0.0650902424,0.0294751398,0.0245250688,0.0204049414,0.0243263523,0.0383636413,0.0257615482,0.0129773384,0.0256210235,0.0485500809,0.0250623696,0.0525739601,0.0256819737,0.0144571335,0.0122034353,0.0370452535,0.0312477693,0.0675883466,0.0292801534,0.119892552,0.0207710574,0.0158504869,0.0386033538,0.0245468678,0.0022774727,103303
jones,dail,47,0.0667372817,0.0635149921,0.0856094996,0.0244733891,0.0208624655,0.0251663935,0.021191824,0.0642307756,0.0209082415,0.0197325402,0.0162084864,0.0318612148,0.0165383958,0.0133602666,0.0262226964,0.0310564133,0.0440671812,0.0322615973,0.0296903879,0.0246552413,0.0107758546,0.0251460905,0.0577335515,0.0707068767,0.0387210456,0.0183654029,0.0281402408,0.0197197347,0.0324949612,0.0198469239,0.0044793257,203176
kedgley,sue,47,0.034346382,0.031019431,0.0214325867,0.0180990148,0.0140845184,0.0412295928,0.0510299207,0.0258007005,0.0132877845,0.0204974197,0.0398124231,0.0817392425,0.0285255041,0.0064706351,0.0199749709,0.0548957329,0.0136929184,0.0921291763,0.0207686717,0.0259592769,0.0088764121,0.0267256558,0.0262067795,0.0299343262,0.0427783568,0.1032622981,0.0153494566,0.026781786,0.0338774287,0.0314116033,0.001980109,89815
kelly,graham,47,0.069796443,0.0245929337,0.0093979876,0.0267915776,0.0107445037,0.0432572993,0.0125209002,0.1121392883,0.0115567788,0.0259684404,0.0242951566,0.0174781001,0.0186380433,0.0042310513,0.2023924988,0.0657918889,0.0113366367,0.0103481937,0.0304887722,0.0441530334,0.0056111366,0.0438888267,0.0058069583,0.0074408446,0.0047687125,0.0234678075,0.0073191469,0.0181780148,0.0280309866,0.079568404,9.30143069127E-05,4219
key,john,47,0.0257074713,0.0385604606,0.013572226,0.0392089171,0.1176457265,0.015711664,0.0187444057,0.0772941622,0.0412743765,0.0206808352,0.0145517009,0.0333748628,0.0217972276,0.0052967007,0.0297785864,0.029786635,0.0112075448,0.0216084365,0.0129304727,0.0189857711,0.0108058908,0.0351278236,0.089545478,0.0342761229,0.0289543722,0.0136182854,0.0533240487,0.0518937574,0.0377211502,0.0370148844,0.0025490638,115622
king,annette,47,0.0246537697,0.0395286759,0.013521769,0.0135610334,0.0533474364,0.0199092945,0.0286685166,0.1195593283,0.0185347114,0.0233319725,0.0154695356,0.0145450774,0.0076018661,0.0068718648,0.0261807637,0.0157900783,0.0127289394,0.0385096614,0.0182981868,0.0155856822,0.0104378988,0.0375378364,0.0643740506,0.0174702472,0.0392931008,0.2356775369,0.0183283858,0.0139536647,0.020824437,0.0159045491,0.0008304928,37670
laban,luamanuvao,47,0.1436924206,0.0253746599,0.014303106,0.0202099482,0.0402876858,0.0190573978,0.0387235983,0.0333143946,0.0771493357,0.0322897149,0.0480014609,0.043765953,0.0150639526,0.0205577532,0.0532717569,0.0185165066,0.0194182797,0.0160055894,0.0328009533,0.0206253918,0.0110741524,0.048869673,0.0100279498,0.0138927294,0.0407352571,0.0262992634,0.0170161229,0.0148326326,0.067408194,0.0174141663,0.0004310758,19553
locke,keith,47,0.2075551601,0.0311624492,0.0502943237,0.01410081,0.0115040142,0.1025052574,0.0264843451,0.0234401528,0.0136257371,0.0199625863,0.0144142091,0.0292664783,0.0219698075,0.0059655384,0.0217266938,0.0437090397,0.0611542297,0.0195156908,0.0253612601,0.0150285013,0.0088944494,0.0221149624,0.0393077352,0.0386626844,0.0213535831,0.0139033885,0.0339909193,0.0126536376,0.0282776097,0.0220947366,0.0023040608,104509
mackey,janet,47,0.0163276562,0.091374278,0.0253941097,0.0228919053,0.0084495569,0.0225795451,0.0382707233,0.0405779136,0.0137471841,0.0364201068,0.0173661576,0.0377441662,0.0974702576,0.0160460119,0.1168666367,0.0346481231,0.0158377273,0.0270404533,0.0439493627,0.0201520806,0.0139578117,0.025573349,0.0563535039,0.0208690925,0.0218335652,0.0217139719,0.0349143328,0.0161591477,0.0327105151,0.0127601774,0.0002334728,10590
mackey,moana,47,0.0222187558,0.0255891084,0.0207804641,0.0317360429,0.0302863603,0.0126695445,0.0125498934,0.1083224176,0.047308779,0.1125827475,0.0837114534,0.0175321042,0.0208981606,0.0345362783,0.079408661,0.036583383,0.0208336644,0.0139482825,0.0171737868,0.0166607465,0.0107968647,0.0471333177,0.0440193014,0.0103095598,0.0146533485,0.020090544,0.0145138351,0.0081962973,0.027803983,0.0371524869,0.0004277468,19402
maharey,steve,47,0.0187924346,0.0221039938,0.0138636056,0.0217225063,0.0550929937,0.0301525191,0.0352843779,0.110053237,0.0496423984,0.1352866783,0.0456322814,0.0127035694,0.0096137179,0.0077119913,0.0380741364,0.0513876836,0.0123338158,0.0091725398,0.0143864098,0.0265013783,0.0109650224,0.0261648899,0.0826207916,0.0173288088,0.0541960017,0.0202881457,0.0160712562,0.0127167898,0.0219049372,0.0182310958,0.0018804808,85296
mahuta,nanaia,47,0.018316961,0.0632009498,0.0240190682,0.012624713,0.0096005831,0.0150552601,0.0249578092,0.0376389427,0.0312167045,0.0254814159,0.045065401,0.0150164284,0.037023408,0.2238067142,0.0376718547,0.0538047411,0.009777923,0.0398521891,0.015603488,0.0102062958,0.010282561,0.0212581499,0.0275595181,0.0231556466,0.0379546087,0.0265474824,0.0127244671,0.008709166,0.0497803686,0.0320872722,0.000363437,16485
mallard,trevor,47,0.014316978,0.0200190962,0.0161147743,0.0186189259,0.0391171012,0.0214556338,0.0201364303,0.1729251164,0.0168900714,0.0152358259,0.0834533921,0.010867659,0.0095664009,0.0108691724,0.0295978966,0.0230243468,0.0138039719,0.0137855918,0.0108332522,0.011298741,0.0143234679,0.0252048673,0.0773435419,0.0153949069,0.1644021283,0.0232285762,0.016174181,0.015830183,0.0563764967,0.0197914118,0.0006550244,29711
mapp,wayne,47,0.0898275501,0.0471438049,0.0802343447,0.0158296971,0.0203656905,0.0275090526,0.0311752371,0.0609244583,0.0212510573,0.0123240253,0.0182862949,0.0168908316,0.0129675813,0.0343524317,0.0274619039,0.080755521,0.0406248794,0.0197883101,0.0241220011,0.0232755025,0.0103574232,0.0209703606,0.036084753,0.0514345542,0.0365224415,0.0124774932,0.0360698041,0.0170179836,0.0500783578,0.0238766551,0.0025680679,116484
mark,ron,47,0.0668798227,0.0348407487,0.0211274784,0.0136114283,0.0212325215,0.0306885036,0.0154496884,0.0594719041,0.0144858318,0.0194136487,0.0128789779,0.011378263,0.0103398563,0.0090517423,0.036961724,0.0232501776,0.1576635277,0.0416129283,0.0168784336,0.017241164,0.0118410713,0.0252412519,0.0892458741,0.0286026811,0.0741897856,0.0213990387,0.0284377485,0.0112874842,0.056448697,0.0188480009,0.0028611544,129778
mccully,murray,47,0.0367099126,0.0616990286,0.0571757625,0.0160376351,0.0111049249,0.1116223888,0.0255209927,0.0595366233,0.0140620792,0.0082159172,0.0216723075,0.0141874964,0.0098284745,0.0274243649,0.0215987807,0.0284091899,0.0144801021,0.0121533421,0.0127391377,0.0109160835,0.0115478602,0.0220958614,0.0599099462,0.0582429152,0.04940971,0.0117973729,0.0126471878,0.0189205657,0.1687265572,0.0116073355,0.0009922702,45008
mcnair,craig,47,0.0797911599,0.0557165972,0.0181485036,0.0486558936,0.0587246873,0.0224432242,0.0352381005,0.0684060593,0.0293431004,0.0354572805,0.0174473609,0.0188835723,0.0109215831,0.0097509847,0.0242571052,0.0316527877,0.0181552096,0.0342619092,0.0134144946,0.0151872315,0.0125005214,0.0347084585,0.0618865694,0.0585720006,0.06415028,0.0157010766,0.0205826693,0.0494010143,0.0237082156,0.0129323888,0.0010416323,47247
moroney,sue,47,0.011778563,0.1124852758,0.0276796237,0.0064782097,0.0064782097,0.0029446407,0.0082449945,0.0683156686,0.0100117792,0.0506478214,0.0047114255,0.0135453477,0.0029446407,0.0100117792,0.1036499283,0.0329799778,0.0047114255,0.0276796237,0.0153121324,0.0064782097,0.0223792695,0.0047114255,0.0683156686,0.0029446407,0.0259128389,0.0206124848,0.0188457019,0.0223792695,0.0100117792,0.2767974214,3.18572347169E-05,1445
newman,muriel,47,0.0215575852,0.0395444689,0.0303487177,0.0219606336,0.0479198667,0.0603171463,0.0229712056,0.0495617405,0.0380741331,0.123626132,0.016407465,0.0124053843,0.0136579521,0.0074500194,0.0194349107,0.022515587,0.0522847093,0.0242625998,0.0135370973,0.0245142455,0.0096724223,0.0306275626,0.0580122196,0.031052204,0.0417049016,0.0186616379,0.0342827781,0.0155896087,0.0565838456,0.0414612448,0.0014856494,67387
oconnor,damien,47,0.018999001,0.0295405432,0.0150396705,0.0176159256,0.0368821241,0.021413021,0.0799685228,0.0581562009,0.0588177266,0.0150966751,0.0268920225,0.1083930456,0.0196451076,0.008159938,0.0288629183,0.0225558392,0.0288195454,0.0542899528,0.0174556209,0.0215123198,0.0101320622,0.0231728612,0.0409439041,0.0221889215,0.027822436,0.0696336578,0.0336050429,0.0270633222,0.0328237257,0.0244982278,0.0006374093,28912
ogilvy,bernie,47,0.0353009857,0.0489348765,0.0204021438,0.0282389706,0.0199405828,0.0365976613,0.0591130114,0.0170213108,0.0262792484,0.0427725456,0.1542731142,0.0334581285,0.0205846714,0.0083032695,0.0408982225,0.0687632364,0.0138813168,0.0236209214,0.032845919,0.0188273543,0.0130401397,0.042608318,0.0334147596,0.0351815128,0.0207071374,0.0131800601,0.0157213296,0.0195776953,0.0272922107,0.0292192376,0.0008388926,38051
okeroa,mahara,47,0.0123225546,0.0247530568,0.0190915343,0.0120020217,0.0122772704,0.0152361125,0.01769936,0.0583490789,0.0225010824,0.013589998,0.0320736719,0.0178421822,0.023939581,0.3135931927,0.0477152138,0.0580347596,0.0092819054,0.0129255056,0.0126037216,0.0102497181,0.0129779944,0.0245134632,0.0430555267,0.0178023231,0.0869592139,0.0125868248,0.0107768087,0.0103896203,0.0228053483,0.0120511039,0.0004490217,20367
paraone,pita,47,0.0219344842,0.0524995389,0.0342571039,0.0159850995,0.0187122038,0.0220569701,0.0440277709,0.0174370649,0.0154535723,0.0245622032,0.017472339,0.014258641,0.0113439165,0.1867044342,0.0217211423,0.0475792905,0.0177487279,0.0660509019,0.0151196886,0.0314022073,0.0122559482,0.0270935716,0.0225158991,0.0677981342,0.0328799629,0.0695696535,0.0109353608,0.0163039281,0.0247607204,0.0195592845,0.0008491,38514
parker,david,47,0.0319055375,0.0349712105,0.0666015218,0.0253716692,0.083971532,0.0224650609,0.02979002,0.0680808167,0.0464118338,0.019712975,0.0128277372,0.0266807592,0.064880832,0.0136423886,0.0161823093,0.033081426,0.0143518087,0.0222709305,0.0393637374,0.0297349339,0.0096323031,0.0594110848,0.0308223151,0.0306894054,0.0435662276,0.0203189921,0.0147962805,0.0310616101,0.0398536188,0.0175490319,0.0010178002,46166
peck,mark,47,0.0227821869,0.0532420911,0.0221596512,0.0287844502,0.0507962481,0.0153268861,0.0180956441,0.0863533047,0.0322111937,0.0215355186,0.0208982816,0.0358276009,0.0238615015,0.0095184072,0.0605829557,0.0272779575,0.0164621956,0.019139606,0.0166693315,0.0161520091,0.0140514137,0.0265231924,0.072223515,0.0222586924,0.0647493673,0.0233225936,0.03761456,0.0345687014,0.0364724626,0.0705385579,0.0010633702,48233
perry,edwin,47,0.0253930531,0.0393755527,0.0198283708,0.0204478944,0.0214797644,0.0222032219,0.0424426482,0.0362920803,0.0139625315,0.0247506022,0.0338572844,0.0832555312,0.0243192701,0.0738696607,0.0381287325,0.0172302244,0.0977087878,0.0370374615,0.0442513335,0.0204691838,0.0121763844,0.025615156,0.0433756035,0.0417120044,0.0348213863,0.0218425887,0.0270706205,0.0219733377,0.0185644986,0.0165452076,0.000477616,21664
peters,jim,47,0.0194959967,0.0796903876,0.037379431,0.0231039159,0.0127969664,0.0216738977,0.0576819359,0.023119341,0.0186109168,0.0121058176,0.0438887239,0.0227306911,0.0941328628,0.0158826452,0.0326921045,0.0706271582,0.0119061429,0.0364707727,0.0909776778,0.016059395,0.0131315676,0.0323157417,0.0243126967,0.0689310787,0.022458787,0.0114226331,0.0231365322,0.016479417,0.0296479125,0.0171368371,0.0015665602,71057
peters,winston,47,0.0701658036,0.0159851118,0.0442527371,0.0167839484,0.0273134273,0.0289323391,0.0142368846,0.0877773994,0.0235064485,0.0223126231,0.0175299202,0.0194741876,0.014755926,0.0179676923,0.035000805,0.0203686966,0.0309294185,0.0142179094,0.0121890138,0.0169365098,0.0090289628,0.0292328277,0.0574394313,0.0144442999,0.143478419,0.0205831546,0.0238547137,0.01837645,0.117899172,0.0150257218,0.0039793546,180498
pettis,jill,47,0.0393418504,0.0368217305,0.0172655035,0.0203376669,0.0274363915,0.0189512075,0.0320365836,0.113581102,0.0345287575,0.0386101348,0.0533661274,0.0248368198,0.0288803476,0.0167184778,0.052613843,0.0324211297,0.0281124051,0.025944366,0.0298902809,0.0293448406,0.0174586435,0.0315489214,0.0586598468,0.0178200521,0.0409347749,0.0266558376,0.0253344544,0.0172430846,0.0322512002,0.0310535488,0.0008322345,37749
pillay,lynne,47,0.0182433751,0.0156790903,0.010821921,0.0241428246,0.0490346615,0.0141462463,0.0189805348,0.047787302,0.0650295444,0.0574549157,0.1276925096,0.0135919293,0.0131407684,0.0118274053,0.0300952291,0.0164333289,0.0237396325,0.0137430506,0.0247783982,0.0210268394,0.0149298615,0.0557125521,0.0329946101,0.0113894892,0.0604190142,0.0281581788,0.0372960895,0.01465835,0.0423670747,0.0846854587,0.0004684006,21246
power,simon,47,0.0411864589,0.0710736823,0.0513447099,0.0219485572,0.0224136739,0.0375275824,0.0262053967,0.0769240351,0.0192554852,0.0153946906,0.0410139133,0.0175958986,0.0132773358,0.0110247715,0.0236067906,0.0400270137,0.0230581372,0.0255110917,0.0207201362,0.0162626373,0.0144322425,0.0171571091,0.0619947562,0.0916213089,0.047015488,0.0137432145,0.0315752521,0.019787865,0.0519029415,0.0353979034,0.0016958411,76921
prebble,richard,47,0.0567352971,0.0388051136,0.0626674521,0.035198069,0.0559354739,0.0331964668,0.0170174293,0.0839799512,0.0191101218,0.0193712382,0.0134605287,0.0149326413,0.0123702844,0.0156440558,0.025660438,0.029632276,0.0229034551,0.0305739184,0.0162825154,0.02179629,0.0100843012,0.0256465044,0.0561122255,0.0498613125,0.0790272107,0.0166457322,0.0221221442,0.0228910258,0.0663862223,0.0259502861,0.0032285599,146443
rich,katherine,47,0.0192832553,0.0342799595,0.0136232359,0.0224293742,0.0365146899,0.0589177345,0.0218139324,0.0479896727,0.0228436917,0.1189002002,0.0405786678,0.0186719149,0.0112014374,0.0119891235,0.0351027295,0.0439749977,0.0135319915,0.0281411073,0.0156234859,0.0166000392,0.0098765369,0.0339482465,0.0768012832,0.0438184037,0.0432282797,0.0416055949,0.0153498598,0.0146377478,0.058310555,0.0304121611,0.0024582323,111502
ririnui,mita,47,0.0141643064,0.0473378441,0.0556908247,0.0165498149,0.0170247043,0.0154827534,0.0222832724,0.0211554352,0.0320416018,0.0243293873,0.0354851546,0.0106096516,0.0195437419,0.2980122653,0.0401233517,0.0269485247,0.0092360143,0.0121938002,0.0201390578,0.0172074575,0.0159480524,0.0358199741,0.0308199968,0.0250553364,0.0361498221,0.0270537464,0.0132709378,0.0098077269,0.0372804027,0.0132352405,0.0005146983,23346
robertson,h,47,0.033082463,0.0257909321,0.023006454,0.023300792,0.0142225026,0.0307554574,0.0250064461,0.0658725201,0.0344288898,0.0266722639,0.0270710274,0.0186034567,0.0157359087,0.012503727,0.0430996963,0.0376682097,0.018005583,0.0433952806,0.028066689,0.0170478079,0.0229913096,0.0237450339,0.0527485726,0.0310167072,0.1879457879,0.0315925457,0.022158634,0.0242051346,0.0261291173,0.014131269,0.0003069758,13924
robson,matt,47,0.1322966099,0.0408861295,0.0641332683,0.0112608653,0.0181183845,0.0313948626,0.0248449097,0.0824891408,0.0567510818,0.0357563294,0.0196717847,0.0224996455,0.0121893812,0.007466734,0.0442958973,0.0361076521,0.0357181395,0.0457575558,0.0142552459,0.013899858,0.0096821476,0.0291987642,0.0221033725,0.0259073516,0.0303527218,0.0159799545,0.0170962254,0.0264681423,0.0315082981,0.0419096072,0.0015642894,70954
roy,heather,47,0.0209221352,0.0616893603,0.017971495,0.02899932,0.0262254089,0.03209055,0.0420558133,0.0283358529,0.0152703326,0.0296829097,0.0206085389,0.0195982135,0.0113220422,0.0128070576,0.01880877,0.0545740509,0.0244604221,0.0536356153,0.0202568174,0.0118329773,0.0115661395,0.0401359767,0.0483053091,0.0604755134,0.0280537509,0.1594173566,0.0161514782,0.0143428193,0.0342052118,0.0361988888,0.0018405766,83486
ryall,tony,47,0.0247894752,0.0305292027,0.0353857187,0.0404902148,0.0249702522,0.0496224011,0.0289537468,0.0482945791,0.0311561267,0.0224134901,0.0228982274,0.0190071122,0.0112395134,0.0099229142,0.0179875356,0.0173192452,0.1263295572,0.0229566344,0.022120534,0.0148344838,0.0104343325,0.0362015096,0.041186039,0.0466507097,0.0419286888,0.0490443318,0.0258882137,0.0297871047,0.0791606363,0.0184975133,0.0022464312,101895
samuels,dover,47,0.0193971924,0.04849583,0.0253274971,0.0074534668,0.0058571201,0.0135286354,0.037827613,0.0928368223,0.0253418368,0.0119877546,0.0113498939,0.0092167094,0.0232528223,0.3014438998,0.0561830242,0.0317534024,0.009218176,0.0110297406,0.0131086815,0.0144952207,0.0073061588,0.0222887487,0.0551316698,0.020515786,0.0510539297,0.0089549995,0.0145116203,0.0133728289,0.0265072446,0.0112519662,0.0002284902,10364
scott,lynda,47,0.0160335871,0.0408414615,0.0292260758,0.0157665304,0.0229000209,0.0293299033,0.0310966572,0.0222179503,0.0151637137,0.030143209,0.0159927608,0.0255069271,0.0225714583,0.0097740321,0.0218034173,0.0226072321,0.029819309,0.0583123244,0.0182406649,0.031982716,0.0111956805,0.0246819705,0.0547330616,0.0395486265,0.0212585821,0.2643934895,0.0159278184,0.0135442866,0.0265697803,0.0188167116,0.0017171601,77888
shirley,ken,47,0.0498538818,0.0453295961,0.0399628332,0.0187472307,0.0303489079,0.0239656565,0.0312779411,0.0576087258,0.026683914,0.0127770514,0.0156036472,0.0397682537,0.1099933504,0.0180437634,0.0260622231,0.0453560719,0.0132508589,0.0339462714,0.0252232443,0.026201227,0.0104360891,0.024245821,0.0606452241,0.0464727063,0.0656781353,0.0123494202,0.0188653803,0.0183829001,0.0381043112,0.0148153588,0.0025560526,115939
simich,clem,47,0.0320700188,0.0379725155,0.0294980146,0.0198282835,0.0134006033,0.0192703035,0.0288555352,0.036551692,0.0300538844,0.0155552541,0.0253952259,0.0179955829,0.060941041,0.0360222439,0.0275454922,0.028632415,0.019678702,0.0158844734,0.017206527,0.0177125536,0.0177523777,0.0165376777,0.0393273068,0.0805850806,0.1582970393,0.0495304711,0.0203456216,0.0144172677,0.0501262528,0.0230094991,0.0001058674,4802
smith,lockwood,47,0.0803485658,0.0560921795,0.045911576,0.0381864384,0.0753983632,0.0194803257,0.0366210412,0.0409984746,0.0274838317,0.0186138284,0.0295843901,0.0454611352,0.0166110901,0.0099384458,0.0157543745,0.0240157271,0.010276424,0.0208856424,0.0152336666,0.0150136721,0.0104816825,0.028252909,0.0421470709,0.1016733715,0.0326358023,0.0111511245,0.0330718777,0.0164366657,0.0596080859,0.0226322112,0.0020935605,94961
smith,murray,47,0.0390249759,0.0595348172,0.1040207482,0.0218797451,0.0117195545,0.0467891682,0.0620905985,0.0242470906,0.0143561769,0.0261677457,0.0263728694,0.0142105343,0.0135896592,0.061964615,0.0238576056,0.0699297608,0.0344827534,0.02394193,0.0242581343,0.0440564529,0.0106780243,0.0321384459,0.032345048,0.055849595,0.0184536219,0.0143017433,0.012826736,0.0331757478,0.0228134968,0.0209226501,0.0020171692,91496
smith,nick,47,0.0195868845,0.0415770717,0.0397957731,0.0147864589,0.0269200869,0.0202497697,0.0289614035,0.0678866479,0.0201262797,0.0229485153,0.0239298953,0.0243836119,0.0652957372,0.0117858757,0.0190138094,0.0247120097,0.0173271977,0.0263203211,0.0451529151,0.0456429795,0.0095492298,0.0209584236,0.0575459905,0.0420391991,0.0852767645,0.0138551742,0.0252699621,0.0140261266,0.1102239499,0.0148519445,0.0031991278,145108
